0	0
0.000831929	0.1
0.00228781	0.2
0.00405566	0.3
0.00561552	0.4
0.00727938	0.5
0.00873526	0.6
0.00998315	0.7
0.0106071	0.8
0.0108151	0.9
0.0108151	1
0.0108151	1.1
0.0109191	1.2
0.0109191	1.3
0.0109191	1.4
0.0109191	1.5
0.0109191	1.6
0.0109191	1.7
0.0111271	1.8
0.0111271	1.9
0.0111271	2
0.0111271	2.1
0.0111271	2.2
0.0111271	2.3
0.011231	2.4
0.011231	2.5
0.011231	2.6
0.011231	2.7
0.011231	2.8
0.011335	2.9
0.011439	3
0.011439	3.1
0.011439	3.2
0.011439	3.3
0.011543	3.4
0.011543	3.5
0.011543	3.6
0.011543	3.7
0.011647	3.8
0.011751	3.9
0.011751	4
0.011751	4.1
0.011751	4.2
0.011751	4.3
0.011751	4.4
0.011751	4.5
0.011855	4.6
0.011751	4.7
0.011855	4.8
0.011959	4.9
0.011959	5
