0	0
0.0011439	0.1
0.00280776	0.2
0.0046796	0.3
0.00644745	0.4
0.00842329	0.5
0.0101911	0.6
0.012271	0.7
0.0140388	0.8
0.0159107	0.9
0.0177825	1
0.0196543	1.1
0.0213182	1.2
0.0229821	1.3
0.0244379	1.4
0.0255818	1.5
0.0266217	1.6
0.0275577	1.7
0.0284936	1.8
0.0294295	1.9
0.0301574	2
0.0308854	2.1
0.0315093	2.2
0.0318213	2.3
0.0321333	2.4
0.0322373	2.5
0.0324452	2.6
0.0325492	2.7
0.0326532	2.8
0.0327572	2.9
0.0328612	3
0.0328612	3.1
0.0328612	3.2
0.0328612	3.3
0.0327572	3.4
0.0328612	3.5
0.0327572	3.6
0.0327572	3.7
0.0327572	3.8
0.0326532	3.9
0.0327572	4
0.0326532	4.1
0.0327572	4.2
0.0326532	4.3
0.0326532	4.4
0.0326532	4.5
0.0325492	4.6
0.0325492	4.7
0.0325492	4.8
0.0325492	4.9
0.0324452	5
