0	0
0.000935921	0.1
0.00249579	0.2
0.00426364	0.3
0.00603149	0.4
0.00779934	0.5
0.00956719	0.6
0.011231	0.7
0.0128949	0.8
0.0142468	0.9
0.0150787	1
0.0158067	1.1
0.0161186	1.2
0.0162226	1.3
0.0163266	1.4
0.0163266	1.5
0.0163266	1.6
0.0164306	1.7
0.0165346	1.8
0.0165346	1.9
0.0166386	2
0.0166386	2.1
0.0167426	2.2
0.0167426	2.3
0.0167426	2.4
0.0168466	2.5
0.0168466	2.6
0.0168466	2.7
0.0169506	2.8
0.0169506	2.9
0.0169506	3
0.0171585	3.1
0.0171585	3.2
0.0171585	3.3
0.0172625	3.4
0.0172625	3.5
0.0173665	3.6
0.0173665	3.7
0.0173665	3.8
0.0174705	3.9
0.0174705	4
0.0175745	4.1
0.0176785	4.2
0.0176785	4.3
0.0177825	4.4
0.0177825	4.5
0.0176785	4.6
0.0177825	4.7
0.0178865	4.8
0.0179905	4.9
0.0179905	5
