0	0
0.0733138	0.1
0.16129	0.2
0.254154	0.3
0.347019	0.4
0.439883	0.5
0.527859	0.6
0.620723	0.7
0.7087	0.8
0.806452	0.9
0.894428	1
0.987292	1.1
1.07527	1.2
1.16325	1.3
1.261	1.4
1.34897	1.5
1.44184	1.6
1.52981	1.7
1.62757	1.8
1.71554	1.9
1.80841	2
1.89638	2.1
1.98925	2.2
2.08211	2.3
2.17498	2.4
2.26295	2.5
2.35093	2.6
2.44379	2.7
2.53177	2.8
2.62463	2.9
2.7175	3
2.81036	3.1
2.89834	3.2
2.9912	3.3
3.08407	3.4
3.17693	3.5
3.26491	3.6
3.35777	3.7
3.44575	3.8
3.53861	3.9
3.63148	4
3.71945	4.1
3.81232	4.2
3.90518	4.3
3.99804	4.4
4.08602	4.5
4.17889	4.6
4.26686	4.7
4.35973	4.8
4.4477	4.9
4.54057	5
