0	0
6.57869e-05	0.0342131
9.24731e-05	0.107527
0.000109384	0.190616
0.000121408	0.278592
0.000128543	0.371457
0.000135679	0.464321
0.000142815	0.557185
0.000145064	0.654936
0.000152199	0.747801
0.000154448	0.845552
0.000156696	0.943304
0.000158944	1.04106
0.00016608	1.13392
0.000168328	1.23167
0.000170577	1.32942
0.000172825	1.42717
0.000175073	1.52493
0.000177322	1.62268
0.00017957	1.72043
0.000176931	1.82307
0.000184066	1.91593
0.000181427	2.01857
0.000183675	2.11632
0.000185924	2.21408
0.000188172	2.31183
0.000195308	2.40469
0.000192669	2.50733
0.000194917	2.60508
0.000192278	2.70772
0.000199413	2.80059
0.000196774	2.90323
0.000199022	3.00098
0.000196383	3.10362
0.000198631	3.20137
0.00020088	3.29912
0.000203128	3.39687
0.000200489	3.49951
0.000202737	3.59726
0.000204985	3.69501
0.000202346	3.79765
0.000204594	3.89541
0.000206843	3.99316
0.000209091	4.09091
0.000206452	4.19355
0.0002087	4.2913
0.000206061	4.39394
0.000213196	4.4868
0.000210557	4.58944
0.000212805	4.68719
0.000215054	4.78495
