0	0
0.0011439	0.0293255
0.00228781	0.0733138
0.00363969	0.112414
0.00478359	0.16129
0.0059275	0.210166
0.00696741	0.259042
0.00790333	0.317693
0.00883925	0.371457
0.00977517	0.430108
0.0105031	0.493646
0.011335	0.557185
0.011959	0.625611
0.0125829	0.694037
0.0131029	0.772239
0.0134149	0.855327
0.0137268	0.943304
0.0140388	1.03128
0.0141428	1.12903
0.0142468	1.2219
0.0142468	1.32454
0.0143508	1.4174
0.0143508	1.52004
0.0143508	1.61779
0.0143508	1.72043
0.0143508	1.81818
0.0143508	1.91593
0.0143508	2.01857
0.0143508	2.11632
0.0143508	2.21896
0.0144548	2.31672
0.0144548	2.41935
0.0144548	2.51711
0.0145588	2.61486
0.0144548	2.7175
0.0144548	2.82014
0.0144548	2.91789
0.0145588	3.02053
0.0145588	3.11828
0.0145588	3.21603
0.0145588	3.31867
0.0145588	3.41642
0.0145588	3.51906
0.0145588	3.61681
0.0144548	3.72434
0.0144548	3.8172
0.0145588	3.91984
0.0145588	4.0176
0.0145588	4.12023
0.0145588	4.21799
0.0144548	4.32063
