0	0
0	0.0635386
0	0.131965
0	0.205279
0	0.278592
0	0.351906
0	0.420332
0	0.493646
0	0.56696
0	0.640274
0	0.713587
0	0.786901
0	0.855327
0	0.928641
0	1.00196
0.000103991	1.07527
0.000415965	1.14858
0.000831929	1.21701
0.00155987	1.29521
0.00249579	1.36364
0.00374368	1.43695
0.00519956	1.51026
0.0070714	1.58358
0.00915122	1.652
0.011647	1.73021
0.0143508	1.79863
0.0173665	1.87195
0.0210062	1.94526
0.0246459	2.01857
0.0288056	2.09189
0.0329652	2.16031
0.0339011	2.23851
0.0336931	2.30694
0.0335892	2.38025
0.0334852	2.45357
0.0334852	2.52688
0.0333812	2.59531
0.0333812	2.67351
0.0332772	2.74194
0.0333812	2.81525
0.0331732	2.88856
0.0331732	2.96188
0.0332772	3.03519
0.0331732	3.1085
0.0331732	3.18182
0.0331732	3.25513
0.0331732	3.32845
0.0329652	3.39687
0.0330692	3.47019
0.0330692	3.5435
0.0329652	3.61681
