0	0
0.1	0
0.2	0
0.3	0
0.4	0
0.5	0
0.6	0
0.7	0
0.8	0
0.9	0
1	0
1.09511	4.88759e-06
1.19022	9.77517e-06
1.28045	1.95503e-05
1.36579	3.42131e-05
1.44624	5.37634e-05
1.51691	8.3089e-05
1.58759	0.000112414
1.64848	0.000151515
1.70938	0.000190616
1.76051	0.000239492
1.81163	0.000288368
1.85298	0.000347019
1.89922	0.000400782
1.93568	0.000464321
1.97214	0.000527859
2.00371	0.000596285
2.03529	0.000664712
2.06686	0.000733138
2.09355	0.000806452
2.11535	0.000884653
2.14203	0.000957967
2.16383	0.00103617
2.18563	0.00111437
2.20743	0.00119257
2.22923	0.00127077
2.25103	0.00134897
2.26305	0.00143695
2.28485	0.00151515
2.30176	0.00159824
2.31867	0.00168133
2.33558	0.00176442
2.34761	0.00185239
2.36452	0.00193548
2.37654	0.00202346
2.38856	0.00211144
2.40547	0.00219453
2.4175	0.0022825
2.42952	0.00237048
2.44154	0.00245846
2.45846	0.00254154
