0	0
0.1	0
0.2	0
0.3	0
0.4	0
0.5	0
0.6	0
0.7	0
0.8	0
0.9	0
1	0
1.1	0
1.2	0
1.3	0
1.4	0
1.5	0
1.6	0
1.68534	1.46628e-05
1.73646	6.35386e-05
1.76804	0.000131965
1.78495	0.000215054
1.80186	0.000298143
1.81388	0.000386119
1.8259	0.000474096
1.82815	0.000571848
1.84018	0.000659824
1.8522	0.000747801
1.85445	0.000845552
1.86158	0.000938416
1.86383	0.00103617
1.86608	0.00113392
1.86833	0.00123167
1.88035	0.00131965
1.87771	0.00142229
1.88485	0.00151515
1.8871	0.0016129
1.88935	0.00171065
1.89159	0.00180841
1.89384	0.00190616
1.90098	0.00199902
1.90323	0.00209677
1.90547	0.00219453
1.90772	0.00229228
1.90997	0.00239003
1.91222	0.00248778
1.91447	0.00258553
1.91672	0.00268328
1.91896	0.00278104
1.92121	0.00287879
1.92346	0.00297654
1.92571	0.00307429
